1.797773757205042e-01 8.699085463940728e-01 7.845220751029593e-01 5.256561495772242e-01 6.019497973795329e-01 5.371074310191845e-01 5.284779968788833e-01 3.917798890613126e-01 4.731606994451087e-01 2.962038606043930e-01 4.457116996327004e-01 2.483097669025658e-01
3.395236894007025e-01 3.631306639401615e-01 6.592797428665957e-01 4.933596327379468e-01 3.525523573780149e-01 4.827861703698488e-01 6.016620189153085e-01 7.510197750598571e-01 6.973279611940117e-01 7.574774467663365e-01 6.031288476469701e-01 5.507751483486966e-01
6.066208685495036e-01 1.300347243617170e-01 4.476275942108008e-01 4.230707023160383e-01 5.799468904482665e-01 6.433012220464596e-01 6.123882591826364e-01 5.114564393566321e-01 5.123272146791740e-01 3.914654976189998e-01 2.771297323894968e-01 3.394692561603213e-01
1.882272699263131e-01 6.828420133712507e-01 1.671896529231144e-01 6.110358814416017e-01 7.069437434088367e-01 5.182366491015076e-01 3.602527860177052e-01 5.541336703992994e-01 5.294204967276243e-01 5.293354109948707e-01 4.849748342142167e-01 4.250189890964645e-01
6.705008320818878e-01 3.856301672244297e-01 6.388746475714189e-01 5.530508733033240e-01 5.589463510588091e-01 5.063491319125694e-01 3.844172641017894e-01 3.650649648582892e-01 5.356214177261419e-01 3.762237285198469e-01 3.102475330867870e-01 1.541801443890776e-01
6.597125793514245e-01 4.620648922826335e-01 6.703355075392737e-01 4.333976591007599e-01 3.505260567789041e-01 1.513143521277966e-01 1.000000000000000e-01 1.000000000000000e-01 1.000000000000000e-01 1.000000000000000e-01 1.000000000000000e-01 1.000000000000000e-01
5.321896304597133e-01 4.977059329419725e-01 4.391475808960976e-01 5.982821464636249e-01 5.540845005912287e-01 6.310833706541832e-01 5.125297279682913e-01 3.157528994322421e-01 2.103779169510199e-01 2.818374165402799e-01 4.197819709085820e-01 2.900684401463174e-01
3.813849046953507e-01 6.541996524299725e-01 7.586832026906033e-01 4.223355333775091e-01 2.898107175505531e-01 2.732824395444265e-01 2.527181809407676e-01 2.590271379360731e-01 4.016494546028799e-01 3.425735217011856e-01 5.413171394754188e-01 4.223292718370893e-01
3.524853569774632e-01 8.672893519031727e-01 8.983962056933633e-01 8.245483583593511e-01 8.952511506105671e-01 9.000000000000000e-01 9.000000000000000e-01 9.000000000000000e-01 9.000000000000000e-01 8.553230896310071e-01 7.699310474364255e-01 7.107734557411066e-01
2.942257943765706e-01 5.570517878801650e-01 8.827871130987440e-01 7.931030095804065e-01 9.000000000000000e-01 7.674999548327258e-01 7.297901971230278e-01 7.073059888737900e-01 8.543212001656930e-01 7.874157532085424e-01 8.703234949906796e-01 9.000000000000000e-01
4.577777664286579e-01 7.908492436279518e-01 8.300567607005552e-01 3.328947246516583e-01 2.082189161296649e-01 1.941616324680576e-01 2.647759041114043e-01 2.386920130374828e-01 3.813073413328069e-01 5.356834954953678e-01 5.482013436519930e-01 4.592630406079019e-01
1.297066630642418e-01 4.126562741352122e-01 8.380932127393632e-01 2.695700032362601e-01 3.290680599519553e-01 4.056945759322280e-01 4.332236030539762e-01 4.904277033372964e-01 4.809133330413873e-01 4.676599020196487e-01 3.683607470402520e-01 3.568483086384684e-01
2.604812323367012e-01 3.479058338785687e-01 2.225983689831485e-01 2.038687243046987e-01 3.343662603776826e-01 1.665784796924696e-01 2.687608581711042e-01 2.085713790503123e-01 2.530363867707252e-01 1.000000000000000e-01 1.000000000000000e-01 1.000000000000000e-01
3.879317476212478e-01 2.107658435406700e-01 3.425832778380606e-01 2.261587039196557e-01 2.530401311193112e-01 3.161048577396492e-01 3.019340111082353e-01 2.323393774131804e-01 2.854619784030409e-01 1.891480389778205e-01 1.000000000000000e-01 2.102124908430810e-01
2.686771657844119e-01 3.186988568255094e-01 1.585696646895041e-01 5.050103307253450e-01 3.977909463181225e-01 5.052546439654422e-01 3.172264032037694e-01 3.665968452235221e-01 4.336519718281484e-01 4.618433079763710e-01 2.845309542726195e-01 2.070791689880835e-01
2.701305310779338e-01 5.430033543196514e-01 8.707808189234462e-01 8.050211125512642e-01 6.626298330530720e-01 7.141265065257766e-01 5.612020939859796e-01 4.831048650276978e-01 6.672103130866890e-01 6.898369702116151e-01 5.267248707558195e-01 3.702758747732240e-01
7.313969915177251e-01 7.265882700539222e-01 1.188518060470002e-01 8.685306376467203e-01 8.067492509271355e-01 9.000000000000000e-01 8.779856292527758e-01 8.358556291503232e-01 7.395255665891616e-01 8.558108907002041e-01 9.000000000000000e-01 9.000000000000000e-01
5.907762446497967e-01 1.718377822525102e-01 4.606292926801893e-01 5.395101199267878e-01 4.150446088261331e-01 2.222356183265216e-01 3.380633714217509e-01 4.028569382903667e-01 2.655253328818253e-01 1.091551220615619e-01 2.742938656240513e-01 4.133910359316163e-01
6.151652938567256e-01 2.164542798971527e-01 6.318613311222826e-01 2.733274795631524e-01 1.367452590604312e-01 3.353930857285018e-01 4.300535855608135e-01 6.297426763013234e-01 6.297366913993241e-01 4.723357371782587e-01 5.999189056438852e-01 6.461737426023313e-01
8.723744431340238e-01 4.832464477911030e-01 1.539550323718814e-01 6.812694918702469e-01 6.251220029038229e-01 5.918078365543253e-01 5.049669699366461e-01 7.043724058576801e-01 8.039756109049615e-01 8.361035239424429e-01 8.612081615263119e-01 8.858215650020300e-01
2.287844925625235e-01 4.768878455425506e-01 2.055479578916368e-01 1.272402865657856e-01 2.701879648879497e-01 4.210358611944487e-01 4.539685612921565e-01 5.750100121258659e-01 5.263890601406145e-01 4.280768553796380e-01 4.106200535515699e-01 2.315747084192405e-01
1.505645392444369e-01 8.165162989760334e-01 3.480475447504079e-01 6.683821611133582e-01 8.023048409928728e-01 9.000000000000000e-01 7.415401548142223e-01 8.764441573708972e-01 7.675743637725633e-01 6.915896744983918e-01 8.801284585081914e-01 7.413720784174973e-01
2.240812742627480e-01 7.469002894760257e-01 6.105462898380358e-01 4.801562691514460e-01 5.931152552359663e-01 4.944694345379356e-01 5.947881298354267e-01 6.673389275595984e-01 4.932295444319219e-01 5.729446788900132e-01 4.079344646476536e-01 3.499586175127373e-01
1.675453349792713e-01 5.611680488329743e-01 7.809189789643186e-01 3.961252411099880e-01 4.834340424364705e-01 2.976054783580947e-01 3.907874663143368e-01 4.426568098115399e-01 4.164206174432369e-01 4.601501507872287e-01 4.832509834681437e-01 6.691547298611735e-01
5.845097087501516e-01 6.758823642292119e-01 4.034495542272861e-01 3.370470687131321e-01 3.468893248460563e-01 3.587449389059646e-01 5.421763921992746e-01 7.129378645358950e-01 6.766407644187979e-01 6.021794572028882e-01 6.804050393913491e-01 6.113520967548867e-01
4.989906315553787e-01 4.411443902677235e-01 4.972228472570367e-01 7.181605916265922e-01 6.622485434812351e-01 4.873384072903183e-01 5.255721111287666e-01 4.445095015598814e-01 4.001838356027810e-01 4.929056821188573e-01 6.793819896346296e-01 7.093654468477257e-01
4.248982780527842e-01 3.652899918824304e-01 5.007908499864060e-01 1.646299457910740e-01 1.078887394599052e-01 1.554291187681050e-01 1.000000000000000e-01 2.384842029379743e-01 1.913568358014439e-01 1.000000000000000e-01 1.000000000000000e-01 2.098215404189004e-01
3.678706640714855e-01 3.106997504660754e-01 2.893534826487216e-01 5.992555866055943e-01 7.842033903530179e-01 7.207025892446683e-01 5.920748081093571e-01 7.313911669737261e-01 8.042398710099103e-01 8.710058249862609e-01 8.132929912956877e-01 8.088600951357496e-01
5.465015504614162e-01 3.229089981057723e-01 1.908537294607061e-01 2.275628977607984e-01 1.222106255561772e-01 1.000000000000000e-01 2.746642590939874e-01 2.466418552520307e-01 4.164647084549592e-01 4.318813473491566e-01 4.652192613860924e-01 6.454045135166491e-01
6.713853032510371e-01 6.213223975192570e-01 7.955190731011259e-01 5.632525016696273e-01 5.792805851265068e-01 4.219653408245299e-01 5.252882013816651e-01 3.873808537209149e-01 5.033835548966382e-01 4.324276504028158e-01 4.220586233931429e-01 5.829283912685191e-01
